year,region,division,state,population,group,subgroup,metric,val,upper,lower
2006,South,South Atlantic,Georgia,9110506.878,Payer,Medicaid,Standardized spending per capita,898,994,798
2006,South,South Atlantic,Georgia,9110506.878,Payer,Medicare,Spending per capita,1340,,
2006,South,South Atlantic,Georgia,9110506.878,Payer,Medicare,Standardized spending per capita,1515,1609,1418
2006,South,South Atlantic,Georgia,9110506.878,Payer,OOP and other payers,Spending per capita,1837,,
2006,South,South Atlantic,Georgia,9110506.878,Payer,OOP and other payers,Standardized spending per capita,2065,2305,1844
2006,South,South Atlantic,Georgia,9110506.878,Payer,Private,Spending per capita,2500,,
2006,South,South Atlantic,Georgia,9110506.878,Payer,Private,Standardized spending per capita,3167,3394,2938
2006,South,South Atlantic,Georgia,9110506.878,TOC,Dental,Spending per capita,364,,
2006,South,South Atlantic,Georgia,9110506.878,TOC,Home health,Spending per capita,139,,
2006,South,South Atlantic,Georgia,9110506.878,TOC,Hospital,Spending per capita,2291,,
2006,South,South Atlantic,Georgia,9110506.878,TOC,Other TOC,Spending per capita,338,,
2006,South,South Atlantic,Georgia,9110506.878,TOC,Other professional,Spending per capita,197,,
2006,South,South Atlantic,Georgia,9110506.878,TOC,Pharmaceuticals,Spending per capita,1049,,
2006,South,South Atlantic,Georgia,9110506.878,TOC,Physician/clinical services,Spending per capita,1784,,
2006,South,South Atlantic,Georgia,9110506.878,TOC,Skilled nursing,Spending per capita,329,,
2006,South,South Atlantic,Georgia,9110506.878,Total,Total,Spending per capita,6516,,
2006,South,South Atlantic,Georgia,9110506.878,Total,Total,Standardized spending per capita,7740,7901,7624
2006,South,South Atlantic,Maryland,5560568.565,Payer,Medicaid,Spending per capita,1056,,
2006,South,South Atlantic,Maryland,5560568.565,Payer,Medicaid,Standardized spending per capita,989,1139,841
2006,South,South Atlantic,Maryland,5560568.565,Payer,Medicare,Spending per capita,1701,,
2006,South,South Atlantic,Maryland,5560568.565,Payer,Medicare,Standardized spending per capita,1403,1565,1252
2006,South,South Atlantic,Maryland,5560568.565,Payer,OOP and other payers,Spending per capita,2697,,
2006,South,South Atlantic,Maryland,5560568.565,Payer,OOP and other payers,Standardized spending per capita,2692,3074,2330
2006,South,South Atlantic,Maryland,5560568.565,Payer,Private,Spending per capita,2875,,
2006,South,South Atlantic,Maryland,5560568.565,Payer,Private,Standardized spending per capita,2811,3128,2506
2006,South,South Atlantic,Maryland,5560568.565,TOC,Dental,Spending per capita,395,,
2006,South,South Atlantic,Maryland,5560568.565,TOC,Home health,Spending per capita,139,,
2006,South,South Atlantic,Maryland,5560568.565,TOC,Hospital,Spending per capita,3022,,
2006,South,South Atlantic,Maryland,5560568.565,TOC,Other TOC,Spending per capita,526,,
2006,South,South Atlantic,Maryland,5560568.565,TOC,Other professional,Spending per capita,271,,
2006,South,South Atlantic,Maryland,5560568.565,TOC,Pharmaceuticals,Spending per capita,1293,,
2006,South,South Atlantic,Maryland,5560568.565,TOC,Physician/clinical services,Spending per capita,2021,,
2006,South,South Atlantic,Maryland,5560568.565,TOC,Skilled nursing,Spending per capita,648,,
2006,South,South Atlantic,Maryland,5560568.565,Total,Total,Spending per capita,8324,,
2006,South,South Atlantic,Maryland,5560568.565,Total,Total,Standardized spending per capita,8240,8422,8109
2006,South,South Atlantic,North Carolina,8942057.286,Payer,Medicaid,Spending per capita,1198,,
2006,South,South Atlantic,North Carolina,8942057.286,Payer,Medicaid,Standardized spending per capita,1150,1334,986
2006,South,South Atlantic,North Carolina,8942057.286,Payer,Medicare,Spending per capita,1640,,
2006,South,South Atlantic,North Carolina,8942057.286,Payer,Medicare,Standardized spending per capita,1210,1342,1082
2006,South,South Atlantic,North Carolina,8942057.286,Payer,OOP and other payers,Spending per capita,2117,,
2006,South,South Atlantic,North Carolina,8942057.286,Payer,OOP and other payers,Standardized spending per capita,2105,2421,1812
2006,South,South Atlantic,North Carolina,8942057.286,Payer,Private,Spending per capita,2380,,
2006,South,South Atlantic,North Carolina,8942057.286,Payer,Private,Standardized spending per capita,3015,3418,2667
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Dental,Spending per capita,365,,
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Home health,Spending per capita,230,,
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Hospital,Spending per capita,2616,,
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Other TOC,Spending per capita,564,,
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Other professional,Spending per capita,205,,
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Pharmaceuticals,Spending per capita,1186,,
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Physician/clinical services,Spending per capita,1604,,
2006,South,South Atlantic,North Carolina,8942057.286,TOC,Skilled nursing,Spending per capita,493,,
2006,South,South Atlantic,North Carolina,8942057.286,Total,Total,Spending per capita,7352,,
2006,South,South Atlantic,North Carolina,8942057.286,Total,Total,Standardized spending per capita,7724,7907,7541
2006,South,South Atlantic,South Carolina,4358073.439,Payer,Medicaid,Spending per capita,1084,,
2006,South,South Atlantic,South Carolina,4358073.439,Payer,Medicaid,Standardized spending per capita,1115,1285,955
2006,South,South Atlantic,South Carolina,4358073.439,Payer,Medicare,Spending per capita,1698,,
2006,South,South Atlantic,South Carolina,4358073.439,Payer,Medicare,Standardized spending per capita,1403,1513,1296
2006,South,South Atlantic,South Carolina,4358073.439,Payer,OOP and other payers,Spending per capita,1983,,
2006,South,South Atlantic,South Carolina,4358073.439,Payer,OOP and other payers,Standardized spending per capita,2045,2352,1761
2006,South,South Atlantic,South Carolina,4358073.439,Payer,Private,Spending per capita,2343,,
2006,South,South Atlantic,South Carolina,4358073.439,Payer,Private,Standardized spending per capita,3254,3559,2952
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Dental,Spending per capita,330,,
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Home health,Spending per capita,153,,
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Hospital,Spending per capita,2727,,
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Other TOC,Spending per capita,469,,
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Other professional,Spending per capita,168,,
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Pharmaceuticals,Spending per capita,1188,,
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Physician/clinical services,Spending per capita,1672,,
2006,South,South Atlantic,South Carolina,4358073.439,TOC,Skilled nursing,Spending per capita,416,,
2006,South,South Atlantic,South Carolina,4358073.439,Total,Total,Spending per capita,7122,,
2006,South,South Atlantic,South Carolina,4358073.439,Total,Total,Standardized spending per capita,8270,8497,8108
2006,South,South Atlantic,Virginia,7618433.553,Payer,Medicaid,Spending per capita,695,,
2006,South,South Atlantic,Virginia,7618433.553,Payer,Medicaid,Standardized spending per capita,687,788,592
2006,South,South Atlantic,Virginia,7618433.553,Payer,Medicare,Spending per capita,1325,,
2006,South,South Atlantic,Virginia,7618433.553,Payer,Medicare,Standardized spending per capita,1228,1364,1107
2006,South,South Atlantic,Virginia,7618433.553,Payer,OOP and other payers,Spending per capita,2300,,
2006,South,South Atlantic,Virginia,7618433.553,Payer,OOP and other payers,Standardized spending per capita,2330,2664,2020
2006,South,South Atlantic,Virginia,7618433.553,Payer,Private,Spending per capita,2613,,
2006,South,South Atlantic,Virginia,7618433.553,Payer,Private,Standardized spending per capita,2823,3152,2548
2006,South,South Atlantic,Virginia,7618433.553,TOC,Dental,Spending per capita,404,,
2006,South,South Atlantic,Virginia,7618433.553,TOC,Home health,Spending per capita,127,,
2006,South,South Atlantic,Virginia,7618433.553,TOC,Hospital,Spending per capita,2528,,
2006,South,South Atlantic,Virginia,7618433.553,TOC,Other TOC,Spending per capita,396,,
2006,South,South Atlantic,Virginia,7618433.553,TOC,Other professional,Spending per capita,197,,
2006,South,South Atlantic,Virginia,7618433.553,TOC,Pharmaceuticals,Spending per capita,1099,,
2006,South,South Atlantic,Virginia,7618433.553,TOC,Physician/clinical services,Spending per capita,1744,,
2006,South,South Atlantic,Virginia,7618433.553,TOC,Skilled nursing,Spending per capita,423,,
2006,South,South Atlantic,Virginia,7618433.553,Total,Total,Spending per capita,6930,,
2006,South,South Atlantic,Virginia,7618433.553,Total,Total,Standardized spending per capita,7462,7659,7342
2006,South,South Atlantic,West Virginia,1835724.666,Payer,Medicaid,Spending per capita,1363,,
2006,South,South Atlantic,West Virginia,1835724.666,Payer,Medicaid,Standardized spending per capita,1408,1693,1135
2006,South,South Atlantic,West Virginia,1835724.666,Payer,Medicare,Spending per capita,2002,,
2006,South,South Atlantic,West Virginia,1835724.666,Payer,Medicare,Standardized spending per capita,1271,1447,1094
2006,South,South Atlantic,West Virginia,1835724.666,Payer,OOP and other payers,Spending per capita,2691,,
2006,South,South Atlantic,West Virginia,1835724.666,Payer,OOP and other payers,Standardized spending per capita,2772,3400,2258
2006,South,South Atlantic,West Virginia,1835724.666,Payer,Private,Spending per capita,2358,,
2006,South,South Atlantic,West Virginia,1835724.666,Payer,Private,Standardized spending per capita,3429,3965,2896
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Dental,Spending per capita,293,,
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Home health,Spending per capita,172,,
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Hospital,Spending per capita,3445,,
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Other TOC,Spending per capita,683,,
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Other professional,Spending per capita,188,,
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Pharmaceuticals,Spending per capita,1384,,
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Physician/clinical services,Spending per capita,1655,,
2006,South,South Atlantic,West Virginia,1835724.666,TOC,Skilled nursing,Spending per capita,566,,
2006,South,South Atlantic,West Virginia,1835724.666,Total,Total,Spending per capita,8411,,
2006,South,South Atlantic,West Virginia,1835724.666,Total,Total,Standardized spending per capita,9649,9991,9429
2006,Midwest,West North Central,Iowa,2989107.889,Payer,Medicaid,Spending per capita,1015,,
2006,Midwest,West North Central,Iowa,2989107.889,Payer,Medicaid,Standardized spending per capita,1057,1183,935
2006,Midwest,West North Central,Iowa,2989107.889,Payer,Medicare,Spending per capita,1576,,
2006,Midwest,West North Central,Iowa,2989107.889,Payer,Medicare,Standardized spending per capita,1100,1182,1015
2006,Midwest,West North Central,Iowa,2989107.889,Payer,OOP and other payers,Spending per capita,2086,,
2006,Midwest,West North Central,Iowa,2989107.889,Payer,OOP and other payers,Standardized spending per capita,2397,2643,2151
2006,Midwest,West North Central,Iowa,2989107.889,Payer,Private,Spending per capita,3079,,
2006,Midwest,West North Central,Iowa,2989107.889,Payer,Private,Standardized spending per capita,3922,4254,3584
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Dental,Spending per capita,353,,
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Home health,Spending per capita,131,,
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Hospital,Spending per capita,2990,,
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Other TOC,Spending per capita,677,,
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Other professional,Spending per capita,228,,
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Pharmaceuticals,Spending per capita,1164,,
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Physician/clinical services,Spending per capita,1540,,
2006,Midwest,West North Central,Iowa,2989107.889,TOC,Skilled nursing,Spending per capita,654,,
2006,Midwest,West North Central,Iowa,2989107.889,Total,Total,Spending per capita,7758,,
2006,Midwest,West North Central,Iowa,2989107.889,Total,Total,Standardized spending per capita,9040,9223,8893
2006,Midwest,West North Central,Kansas,2783040.596,Payer,Medicaid,Spending per capita,901,,
2006,Midwest,West North Central,Kansas,2783040.596,Payer,Medicaid,Standardized spending per capita,964,1269,719
2006,Midwest,West North Central,Kansas,2783040.596,Payer,Medicare,Spending per capita,1619,,
2006,Midwest,West North Central,Kansas,2783040.596,Payer,Medicare,Standardized spending per capita,1246,1570,964
2006,Midwest,West North Central,Kansas,2783040.596,Payer,OOP and other payers,Spending per capita,2667,,
2006,Midwest,West North Central,Kansas,2783040.596,Payer,OOP and other payers,Standardized spending per capita,3176,4073,2397
2006,Midwest,West North Central,Kansas,2783040.596,Payer,Private,Spending per capita,2490,,
2006,Midwest,West North Central,Kansas,2783040.596,Payer,Private,Standardized spending per capita,3229,4122,2437
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Dental,Spending per capita,354,,
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Home health,Spending per capita,126,,
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Hospital,Spending per capita,2700,,
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Other TOC,Spending per capita,611,,
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Other professional,Spending per capita,230,,
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Pharmaceuticals,Spending per capita,1084,,
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Physician/clinical services,Spending per capita,1876,,
2006,Midwest,West North Central,Kansas,2783040.596,TOC,Skilled nursing,Spending per capita,536,,
2006,Midwest,West North Central,Kansas,2783040.596,Total,Total,Spending per capita,7554,,
2006,Midwest,West North Central,Kansas,2783040.596,Total,Total,Standardized spending per capita,8688,8898,8503
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,Medicaid,Spending per capita,1284,,
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,Medicaid,Standardized spending per capita,1257,1483,1046
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,Medicare,Spending per capita,1447,,
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,Medicare,Standardized spending per capita,1126,1298,966
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,OOP and other payers,Spending per capita,2692,,
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,OOP and other payers,Standardized spending per capita,2900,3377,2469
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,Private,Spending per capita,3025,,
2006,Midwest,West North Central,Minnesota,5141625.566,Payer,Private,Standardized spending per capita,3332,3853,2834
2006,Midwest,West North Central,Minnesota,5141625.566,TOC,Dental,Spending per capita,475,,
